"order_id","branch_name","is_customer","customer_id","customer_profession","customer_income","purchase_date","purchase_time","product_line","unit_price","quantity","tax_amount","customer_gender","payment_method"
"Irbid 4","Irbid","FALSE","421","Retired","5751.59",2022-12-10,"23:29:15","11","28.32","1","4.53","male","Visa"
"Irbid 4","Irbid","FALSE","421","Retired","5751.59",2016-12-02,"04:26:56","31","87.47","1","14","male","CliQ"
"Irbid 4","Irbid","FALSE","421","Retired","5751.59",2015-12-27,"06:26:44","52","50.6","5","40.48","male","Visa"
"Irbid 4","Irbid","FALSE","421","Retired","5751.59",2023-01-22,"07:30:19","8","98.28","2","31.45","male","Visa"
"Irbid 4","Irbid","FALSE","421","Retired","5751.59",2024-04-04,"15:54:27","27","28.18","3","13.53","male","CliQ"
"Irbid 4","Irbid","FALSE","421","Retired","5751.59",2016-12-11,"01:58:56","46","48.06","3","23.07","male","Cash"
"Irbid 5","Irbid","FALSE","216","Government Employee","10012.56",2017-03-14,"11:05:29","34","45.07","8","57.69","female","Visa"
"Irbid 5","Irbid","FALSE","216","Government Employee","10012.56",2024-08-15,"07:28:47","10","73.66","3","35.36","female","CliQ"
"Irbid 5","Irbid","FALSE","216","Government Employee","10012.56",2023-07-19,"13:32:52","54","5.47","6","5.25","female","Cash"
"Irbid 5","Irbid","FALSE","216","Government Employee","10012.56",2018-03-15,"14:04:46","4","60.75","6","58.32","female","Visa"
"Irbid 5","Irbid","FALSE","216","Government Employee","10012.56",2023-06-15,"18:13:11","6","12.52","5","10.02","female","Cash"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2022-06-19,"15:05:42","8","79","5","63.2","male","Visa"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2024-01-14,"18:41:54","7","27.57","3","13.23","male","Visa"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2017-06-26,"03:47:03","15","29.97","4","19.18","male","CliQ"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2017-05-30,"08:37:14","37","24.51","5","19.61","male","Cash"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2022-01-06,"02:07:44","35","94.61","2","30.28","male","Cash"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2015-02-20,"23:02:22","59","58.41","5","46.73","male","Cash"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2024-04-04,"01:03:22","13","49.74","7","55.71","male","CliQ"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2019-11-25,"21:42:20","20","74.57","4","47.72","male","CliQ"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2023-03-24,"22:43:13","9","67.47","5","53.98","male","Visa"
"Irbid 6","Irbid","TRUE","396","Doctor","37195.99",2024-01-05,"10:12:04","12","87.28","1","13.96","male","Cash"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2024-07-13,"17:16:08","12","16.65","7","18.65","female","Visa"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2023-02-28,"12:51:45","15","10.51","2","3.36","female","Visa"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2019-10-21,"12:57:06","41","37.33","3","17.92","female","Cash"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2023-08-23,"03:09:01","57","47.81","4","30.6","female","CliQ"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2022-05-04,"22:21:33","59","8.23","4","5.27","female","Cash"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2024-05-18,"09:06:43","36","60.89","4","38.97","female","Visa"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2023-03-27,"08:51:07","25","34.45","7","38.58","female","Cash"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2023-08-17,"12:33:50","58","29.42","7","32.95","female","CliQ"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2023-08-26,"11:43:01","5","18.47","9","26.6","female","Cash"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2018-06-19,"07:38:50","14","66.78","6","64.11","female","CliQ"
"Irbid 7","Irbid","FALSE","122","Retired","6191.03",2023-02-19,"02:34:20","17","27.57","7","30.88","female","CliQ"
"Irbid 8","Irbid","FALSE","130","Government Employee","10878.05",2018-07-02,"15:55:31","10","92.79","1","14.85","male","Cash"
"Irbid 8","Irbid","FALSE","130","Government Employee","10878.05",2017-10-24,"03:42:37","59","19.6","6","18.82","male","Visa"
"Irbid 8","Irbid","FALSE","130","Government Employee","10878.05",2023-12-16,"07:07:48","53","48.38","2","15.48","male","CliQ"
"Irbid 8","Irbid","FALSE","130","Government Employee","10878.05",2022-10-29,"22:25:12","24","58.49","3","28.08","male","CliQ"
"Irbid 8","Irbid","FALSE","130","Government Employee","10878.05",2023-11-13,"09:37:25","27","47.27","3","22.69","male","CliQ"
"Irbid 8","Irbid","FALSE","130","Government Employee","10878.05",2023-02-01,"10:42:00","3","83.19","2","26.62","male","CliQ"
"Irbid 8","Irbid","FALSE","130","Government Employee","10878.05",2024-01-12,"09:06:07","34","7.21","2","2.31","male","Cash"
"Irbid 8","Irbid","FALSE","130","Government Employee","10878.05",2016-02-22,"09:54:27","43","51.04","4","32.67","male","Visa"
"Irbid 8","Irbid","FALSE","130","Government Employee","10878.05",2023-07-19,"06:51:26","40","80.69","3","38.73","male","Visa"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2023-02-10,"14:42:41","10","43.22","4","27.66","male","CliQ"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2017-11-29,"06:15:17","16","19.53","4","12.5","male","Cash"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2023-03-02,"12:56:45","55","35.03","1","5.6","male","Cash"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2024-02-05,"23:10:03","59","90.22","2","28.87","male","Visa"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2016-01-09,"10:39:43","35","21.84","8","27.96","male","Visa"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2019-01-27,"09:17:48","51","81.22","4","51.98","male","Visa"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2019-05-13,"09:25:55","58","72.37","1","11.58","male","CliQ"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2018-03-07,"01:31:27","39","41.64","5","33.31","male","Visa"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2021-02-21,"23:19:09","30","12.07","1","1.93","male","Cash"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2022-05-31,"22:06:46","21","38.42","7","43.03","male","Visa"
"Irbid 9","Irbid","TRUE","251","Government Employee","10384.59",2023-12-10,"04:34:12","27","11.11","9","16","male","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2024-07-18,"00:43:46","6","91.96","7","103","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2022-10-11,"17:54:34","21","90.89","4","58.17","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2021-09-07,"10:13:48","17","85.52","4","54.73","female","CliQ"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2017-10-18,"13:25:24","26","12.39","5","9.91","female","CliQ"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2024-02-07,"20:36:41","37","57.47","5","45.98","female","Cash"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2022-09-03,"09:28:27","43","32.41","8","41.48","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2018-04-13,"14:13:31","31","75.18","6","72.17","female","CliQ"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2022-11-12,"01:36:04","48","77.74","2","24.88","female","CliQ"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2018-02-21,"15:27:51","12","97.87","7","109.61","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2021-11-28,"08:20:26","29","15.52","8","19.87","female","CliQ"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2022-07-26,"20:09:42","55","67.1","5","53.68","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2023-01-27,"20:47:24","24","77.45","6","74.35","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2016-11-26,"06:04:16","8","41.76","8","53.45","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2024-12-27,"16:38:45","1","42","8","53.76","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2023-10-16,"07:48:10","23","25.48","8","32.61","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2018-10-25,"03:53:54","35","48.1","6","46.18","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2020-06-10,"03:35:33","10","43.56","9","62.73","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2023-04-11,"19:28:57","28","23.95","10","38.32","female","Visa"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2021-05-28,"21:46:01","46","48.71","9","70.14","female","Cash"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2023-01-21,"15:10:26","15","36.49","8","46.71","female","CliQ"
"Irbid 10","Irbid","FALSE","138","Doctor","44557.59",2024-05-18,"11:46:10","39","66.15","3","31.75","female","Visa"
"Irbid 11","Irbid","FALSE","304","Government Employee","10037.64",2022-09-11,"11:23:44","13","91.94","4","58.84","female","Visa"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2018-04-14,"10:48:02","57","81.21","3","38.98","male","Visa"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2018-06-08,"21:13:45","53","81.71","1","13.07","male","Visa"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2018-08-31,"01:25:23","45","71.79","1","11.49","male","CliQ"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2024-09-26,"18:10:12","46","94.74","2","30.32","male","CliQ"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2022-02-04,"05:17:13","18","76.64","1","12.26","male","Cash"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2020-02-04,"05:51:43","20","11.03","3","5.29","male","CliQ"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2024-06-20,"10:36:38","32","9.34","5","7.47","male","Visa"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2024-10-13,"08:12:33","52","48.23","1","7.72","male","Visa"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2022-09-02,"17:51:42","43","22.81","7","25.55","male","CliQ"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2021-05-21,"21:01:53","8","31.46","1","5.03","male","CliQ"
"Irbid 12","Irbid","TRUE","46","Student","5432.08",2024-11-01,"04:24:46","47","7.81","6","7.5","male","Cash"
"Irbid 13","Irbid","FALSE","292","Lawyer","31802.52",2021-04-14,"08:41:29","55","85.35","1","13.66","male","CliQ"
"Irbid 13","Irbid","FALSE","292","Lawyer","31802.52",2018-03-17,"03:02:37","21","94.54","2","30.25","male","CliQ"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2023-10-11,"12:27:08","58","84.84","7","95.02","female","Visa"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2018-06-04,"00:33:24","55","42.18","5","33.74","female","Visa"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2024-05-13,"15:38:40","19","90.02","5","72.02","female","Cash"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2018-05-18,"05:58:49","15","65.27","5","52.22","female","CliQ"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2017-01-20,"15:22:59","28","13.29","10","21.26","female","Visa"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2015-12-17,"18:04:18","24","18.47","8","23.64","female","Cash"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2023-12-13,"03:06:07","34","67.76","5","54.21","female","Cash"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2019-11-11,"08:22:02","42","60.66","6","58.23","female","Cash"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2024-08-11,"05:42:23","20","27.88","7","31.23","female","CliQ"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2019-01-30,"12:28:57","38","94.56","6","90.78","female","CliQ"
"Irbid 14","Irbid","TRUE","229","Doctor","37068.58",2019-01-23,"06:43:27","5","10.06","7","11.27","female","Visa"
"Irbid 15","Irbid","TRUE","111","Salesperson","14404.45",2024-12-10,"16:55:05","58","71.53","5","57.22","female","Cash"
"Irbid 15","Irbid","TRUE","111","Salesperson","14404.45",2017-07-08,"02:35:46","23","89.37","5","71.5","female","Visa"
"Irbid 15","Irbid","TRUE","111","Salesperson","14404.45",2024-09-06,"00:06:39","59","82.88","3","39.78","female","Visa"
"Irbid 15","Irbid","TRUE","111","Salesperson","14404.45",2023-07-12,"13:45:56","41","68.74","7","76.99","female","CliQ"
"Irbid 15","Irbid","TRUE","111","Salesperson","14404.45",2023-12-04,"03:12:20","20","10.37","7","11.61","female","Cash"
"Irbid 15","Irbid","TRUE","111","Salesperson","14404.45",2023-08-01,"10:51:53","44","18.06","7","20.23","female","Visa"
"Irbid 15","Irbid","TRUE","111","Salesperson","14404.45",2024-05-24,"12:57:50","10","81.27","3","39.01","female","Cash"
"Irbid 15","Irbid","TRUE","111","Salesperson","14404.45",2022-03-20,"02:39:28","3","22.83","7","25.57","female","CliQ"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2016-10-07,"09:22:15","5","6.17","5","4.94","male","CliQ"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2021-05-02,"15:59:31","24","35.87","3","17.22","male","CliQ"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2019-06-02,"05:20:59","22","9.14","10","14.62","male","CliQ"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2023-10-27,"06:16:50","33","5.69","7","6.37","male","Cash"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2018-09-18,"16:01:17","54","31.61","5","25.29","male","CliQ"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2023-07-01,"15:40:07","34","55.51","5","44.41","male","CliQ"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2022-08-17,"20:52:25","36","32.74","4","20.95","male","Cash"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2017-08-08,"06:55:17","38","39.94","5","31.95","male","CliQ"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2016-02-19,"04:19:06","60","40.88","6","39.24","male","CliQ"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2023-04-22,"16:27:21","27","67.86","1","10.86","male","Visa"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2022-05-05,"10:42:48","19","38.07","3","18.27","male","Cash"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2024-03-24,"03:57:26","12","68.23","2","21.83","male","Cash"
"Irbid 16","Irbid","TRUE","31","Student","5302.69",2019-12-12,"15:51:12","57","45.15","6","43.34","male","Cash"
"Irbid 17","Irbid","FALSE","428","Lawyer","35686.97",2020-01-06,"14:31:13","52","41.64","9","59.96","female","Cash"
"Irbid 18","Irbid","FALSE","440","Government Employee","10231.32",2024-11-09,"16:32:03","44","53.81","2","17.22","male","Visa"
"Irbid 18","Irbid","FALSE","440","Government Employee","10231.32",2019-11-06,"02:47:20","60","47.98","3","23.03","male","Visa"
"Irbid 18","Irbid","FALSE","440","Government Employee","10231.32",2024-10-28,"02:43:38","58","28.99","4","18.55","male","Visa"
"Irbid 18","Irbid","FALSE","440","Government Employee","10231.32",2020-02-16,"02:53:15","34","68.48","3","32.87","male","Cash"
"Irbid 18","Irbid","FALSE","440","Government Employee","10231.32",2017-11-05,"04:35:16","6","45.33","3","21.76","male","CliQ"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2018-09-25,"22:58:37","35","67.01","4","42.89","female","Visa"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2024-11-02,"09:02:25","37","57.65","6","55.34","female","CliQ"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2024-02-08,"13:44:39","36","21.66","10","34.66","female","Cash"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2018-04-15,"10:17:37","45","33.42","7","37.43","female","Cash"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2019-07-04,"02:18:28","54","52.92","6","50.8","female","Cash"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2024-03-22,"22:00:35","48","97.07","4","62.12","female","Cash"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2022-11-11,"22:57:08","13","91.97","5","73.58","female","CliQ"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2024-02-21,"22:35:51","4","60.06","10","96.1","female","Visa"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2019-07-23,"00:05:03","47","75.82","4","48.52","female","Cash"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2023-12-12,"21:34:46","16","98.89","4","63.29","female","Visa"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2022-05-10,"02:59:47","42","12.61","5","10.09","female","CliQ"
"Irbid 19","Irbid","TRUE","215","Manager","40045.12",2023-01-29,"11:23:27","23","28.84","5","23.07","female","Visa"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2019-12-15,"22:11:31","26","50.23","4","32.15","male","CliQ"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2016-11-19,"00:44:52","17","81.84","3","39.28","male","Visa"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2020-05-11,"13:14:05","49","79.58","5","63.66","male","Cash"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2023-05-30,"22:25:00","32","82.06","1","13.13","male","CliQ"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2018-11-01,"19:57:46","60","93.95","1","15.03","male","CliQ"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2024-04-03,"15:14:40","7","34.74","5","27.79","male","Visa"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2024-06-08,"05:06:25","5","50.86","3","24.41","male","CliQ"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2020-02-10,"23:09:38","58","86.84","2","27.79","male","Visa"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2024-06-30,"10:25:07","29","16.4","3","7.87","male","Visa"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2016-12-21,"21:48:58","24","70.11","4","44.87","male","CliQ"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2022-09-15,"12:50:05","21","82.59","2","26.43","male","CliQ"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2022-06-24,"10:37:11","48","62.12","3","29.82","male","Cash"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2016-03-05,"08:31:55","50","97.46","2","31.19","male","CliQ"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2018-12-30,"12:07:52","37","85.69","3","41.13","male","CliQ"
"Irbid 20","Irbid","FALSE","488","Government Employee","9708.42",2018-06-30,"12:34:54","11","18.56","7","20.79","male","Visa"
"Irbid 21","Irbid","TRUE","300","Government Employee","9582.76",2023-06-24,"22:22:29","38","50.33","5","40.26","male","Visa"
"Irbid 21","Irbid","TRUE","300","Government Employee","9582.76",2023-08-17,"05:47:48","43","63.92","3","30.68","male","Visa"
"Irbid 21","Irbid","TRUE","300","Government Employee","9582.76",2024-09-23,"18:40:46","41","63.34","4","40.54","male","CliQ"
"Irbid 21","Irbid","TRUE","300","Government Employee","9582.76",2016-05-13,"11:20:04","51","23.81","3","11.43","male","Cash"
"Irbid 21","Irbid","TRUE","300","Government Employee","9582.76",2018-11-12,"01:11:14","46","49.55","4","31.71","male","Visa"
"Irbid 21","Irbid","TRUE","300","Government Employee","9582.76",2024-02-11,"01:38:46","12","93.61","1","14.98","male","CliQ"
"Irbid 21","Irbid","TRUE","300","Government Employee","9582.76",2020-10-22,"17:11:38","1","19.35","2","6.19","male","CliQ"
"Irbid 21","Irbid","TRUE","300","Government Employee","9582.76",2018-11-14,"03:29:50","27","52.75","3","25.32","male","Visa"
"Irbid 22","Irbid","FALSE","154","Lawyer","29922.11",2021-10-18,"14:02:13","8","44.56","2","14.26","female","CliQ"
"Irbid 23","Irbid","TRUE","96","Teacher","13266.13",2016-10-22,"12:09:51","12","33.14","2","10.6","male","CliQ"
"Irbid 23","Irbid","TRUE","96","Teacher","13266.13",2024-02-03,"22:32:23","18","65.13","4","41.68","male","Visa"
"Irbid 23","Irbid","TRUE","96","Teacher","13266.13",2024-12-06,"02:02:14","6","20.38","9","29.35","male","CliQ"
"Irbid 23","Irbid","TRUE","96","Teacher","13266.13",2021-07-01,"23:45:47","51","52.22","2","16.71","male","Visa"
"Irbid 23","Irbid","TRUE","96","Teacher","13266.13",2016-01-14,"04:12:40","15","53.47","5","42.78","male","Visa"
"Irbid 24","Irbid","TRUE","322","Government Employee","9668.07",2017-03-08,"18:27:13","23","91.72","1","14.68","female","Cash"
"Irbid 24","Irbid","TRUE","322","Government Employee","9668.07",2024-07-31,"14:03:27","45","72.58","3","34.84","female","Visa"
"Irbid 24","Irbid","TRUE","322","Government Employee","9668.07",2020-06-21,"16:27:38","50","99.25","1","15.88","female","Cash"
"Irbid 24","Irbid","TRUE","322","Government Employee","9668.07",2021-01-18,"01:45:50","42","50.43","8","64.55","female","Visa"
"Irbid 24","Irbid","TRUE","322","Government Employee","9668.07",2015-09-11,"03:15:42","29","32.28","8","41.32","female","Visa"
"Irbid 24","Irbid","TRUE","322","Government Employee","9668.07",2024-10-26,"12:56:20","31","86.73","1","13.88","female","Visa"
"Irbid 24","Irbid","TRUE","322","Government Employee","9668.07",2024-11-27,"11:03:39","52","9.66","9","13.91","female","Visa"
"Irbid 25","Irbid","FALSE","395","Retired","6276.35",2017-06-18,"20:56:27","35","93.5","1","14.96","male","CliQ"
"Irbid 26","Irbid","FALSE","252","Government Employee","8901.26",2016-06-21,"03:43:41","43","40.25","4","25.76","female","CliQ"
"Irbid 26","Irbid","FALSE","252","Government Employee","8901.26",2024-03-09,"16:36:16","52","56","3","26.88","female","Visa"
"Irbid 27","Irbid","FALSE","458","Government Employee","9279.41",2018-06-18,"19:27:48","7","53.55","5","42.84","female","CliQ"
"Irbid 28","Irbid","TRUE","287","Government Employee","9717.64",2023-01-22,"08:48:31","45","72.55","4","46.43","female","CliQ"
"Irbid 28","Irbid","TRUE","287","Government Employee","9717.64",2017-03-21,"14:15:06","56","59.61","1","9.54","female","Visa"
"Irbid 28","Irbid","TRUE","287","Government Employee","9717.64",2024-03-15,"16:56:27","50","77.93","4","49.88","female","CliQ"
"Irbid 28","Irbid","TRUE","287","Government Employee","9717.64",2021-08-08,"06:28:22","30","14.6","9","21.02","female","Visa"
"Irbid 28","Irbid","TRUE","287","Government Employee","9717.64",2023-05-02,"23:43:51","1","89.27","2","28.57","female","CliQ"
"Irbid 29","Irbid","FALSE","328","Government Employee","7332.64",2023-06-08,"02:46:21","41","42.82","6","41.11","female","Cash"
"Irbid 30","Irbid","TRUE","260","Government Employee","8823.7",2022-05-14,"19:48:22","12","41.68","3","20.01","male","Cash"
"Irbid 30","Irbid","TRUE","260","Government Employee","8823.7",2023-09-10,"08:33:34","1","53.26","1","8.52","male","CliQ"
"Irbid 30","Irbid","TRUE","260","Government Employee","8823.7",2024-12-22,"19:56:14","33","99.17","1","15.87","male","CliQ"
"Irbid 30","Irbid","TRUE","260","Government Employee","8823.7",2022-11-30,"02:37:28","50","59.35","1","9.5","male","Cash"
"Irbid 30","Irbid","TRUE","260","Government Employee","8823.7",2021-01-01,"00:34:20","26","14.67","7","16.43","male","Visa"
"Irbid 30","Irbid","TRUE","260","Government Employee","8823.7",2021-11-15,"21:12:33","32","10.73","3","5.15","male","Cash"
"Irbid 30","Irbid","TRUE","260","Government Employee","8823.7",2016-12-27,"11:03:56","60","17.33","3","8.32","male","Cash"
"Irbid 31","Irbid","FALSE","105","Government Employee","9711.35",2024-08-06,"23:30:05","54","70.7","7","79.18","female","CliQ"
"Irbid 31","Irbid","FALSE","105","Government Employee","9711.35",2024-03-02,"10:48:51","5","86","1","13.76","female","Cash"
"Irbid 32","Irbid","TRUE","267","Government Employee","10148.92",2023-06-02,"08:09:52","23","14.53","6","13.95","female","Cash"
