"invoice_id","branch_name","purchase_date","purchase_time","product_line","unit_price","quantity","tax_amount","customer_type","customer_gender","payment_method"
"amm034","Amman",2021-05-17,"00:56:03","Electronic accessories",56.079332389636,1,8.97269318234176,"one-time-buyer","female","visa"
"amm035","Amman",2018-10-14,"18:37:30","Food and beverages",27.761489758268,1,4.44183836132288,"customer","male","Cash"
"amm036","Amman",2017-07-30,"08:24:14","Food and beverages",47.7312359923963,1,7.6369977587834,"one-time-buyer","male","CliQ"
"amm037","Amman",2022-04-11,"18:11:42","Health and beauty",95.3090200852603,3,45.7483296409249,"customer","female","visa"
"amm038","Amman",2019-04-21,"13:26:49","Electronic accessories",20.2451337850653,6,19.4353284336627,"customer","female","Cash"
"amm039","Amman",2019-02-09,"11:38:37","Fashion accessories",20.3107474558055,3,9.74915877878666,"customer","female","clique"
"amm040","Amman",2024-05-11,"01:10:20","Electronic accessories",38.2311703125015,1,6.11698725000024,"one-time-buyer","male","CliQ"
"amm041","Amman",2024-12-22,"17:59:28","Sports and travel",49.0815795480739,3,23.5591581830755,"customer","male","visa"
"amm042","Amman",2020-06-05,"10:31:47","Electronic accessories",67.9266231227666,4,43.4730387985706,"customer","female","Cash"
"amm043","Amman",2021-04-23,"08:00:41","Food and beverages",15.9990681591444,4,10.2394036218524,"one-time-buyer","male","Visa"
"amm044","Amman",2022-09-14,"01:53:07","Electronic accessories",99.3296815315261,1,15.8927490450442,"one-time-buyer","male","clique"
"amm045","Amman",2024-05-13,"18:09:00","Home and lifestyle",55.9251034597401,6,53.6880993213505,"customer","female","visa"
"amm046","Amman",2018-03-04,"16:28:19","Sports and travel",78.1694521463942,5,62.5355617171153,"one-time-buyer","female","clique"
"amm047","Amman",2017-01-10,"07:36:49","Health and beauty",33.7743243365549,4,21.6155675753951,"one-time-buyer","male","clique"
"amm048","Amman",2022-04-11,"05:01:02","Home and lifestyle",13.706246005604,2,4.38599872179329,"one-time-buyer","male","clique"
"amm049","Amman",2023-04-30,"13:45:11","Sports and travel",89.3652430921793,3,42.8953166842461,"one-time-buyer","male","clique"
"amm050","Amman",2024-08-25,"23:53:48","Fashion accessories",42.549107336672,3,20.4235715216026,"one-time-buyer","female","visa"
"amm051","Amman",2016-09-16,"12:11:19","Sports and travel",58.8397378625814,5,47.0717902900651,"customer","male","Cash"
"amm052","Amman",2018-12-23,"17:52:47","Food and beverages",55.0260575558059,7,61.6291844625026,"one-time-buyer","female","visa"
"amm053","Amman",2017-01-12,"16:04:17","Fashion accessories",70.2165833546314,2,22.4693066734821,"one-time-buyer","male","visa"
"amm054","Amman",2023-08-18,"20:34:11","Food and beverages",7.08940295502543,3,3.40291341841221,"customer","male","clique"
"amm055","Amman",2017-11-12,"21:47:12","Electronic accessories",40.7975596014876,2,13.055219072476,"one-time-buyer","male","visa"
"amm056","Amman",2020-06-16,"14:22:58","Electronic accessories",14.8874704237096,6,14.2919716067612,"customer","male","visa"
"amm057","Amman",2023-02-02,"23:13:17","Health and beauty",75.8354406431317,2,24.2673410058022,"one-time-buyer","female","clique"
"amm058","Amman",2020-11-28,"17:56:33","Fashion accessories",85.327831680188,1,13.6524530688301,"customer","female","visa"
"amm059","Amman",2019-03-05,"08:00:55","Sports and travel",54.5248154026922,2,17.4479409288615,"customer","male","clique"
"amm060","Amman",2018-09-18,"21:15:06","Home and lifestyle",89.2237814853434,3,42.8274151129648,"customer","female","CliQ"
"amm061","Amman",2024-08-20,"08:05:15","Health and beauty",18.3098372432869,3,8.78872187677771,"one-time-buyer","female","CliQ"
"amm062","Amman",2024-11-11,"15:19:02","Food and beverages",56.9104945810977,1,9.10567913297564,"customer","male","clique"
"amm063","Amman",2022-05-21,"07:50:23","Electronic accessories",99.5189618133008,3,47.7691016703844,"customer","male","visa"
"amm064","Amman",2019-10-17,"12:38:36","Electronic accessories",44.6068822173402,4,28.5484046190977,"customer","female","visa"
"amm065","Amman",2023-01-01,"10:26:19","Health and beauty",19.093477219576,3,9.16486906539649,"one-time-buyer","female","clique"
"amm066","Amman",2023-04-02,"00:48:05","Health and beauty",11.804855321534,3,5.66633055433631,"customer","male","visa"
"amm067","Amman",2019-06-26,"00:34:45","Electronic accessories",18.6944699345622,3,8.97334556858987,"one-time-buyer","male","clique"
"amm068","Amman",2021-02-16,"17:50:39","Sports and travel",36.4969642017968,4,23.35805708915,"customer","male","visa"
"amm069","Amman",2022-03-16,"05:56:01","Fashion accessories",31.8976062361617,6,30.6217019867152,"one-time-buyer","female","visa"
"amm070","Amman",2023-05-12,"22:26:38","Fashion accessories",49.7147741890512,1,7.9543638702482,"customer","female","visa"
"amm071","Amman",2021-09-01,"16:31:41","Home and lifestyle",39.5098488393705,5,31.6078790714964,"customer","female","clique"
"amm072","Amman",2018-04-24,"14:43:55","Food and beverages",75.6044669437688,3,36.290144133009,"one-time-buyer","female","Visa"
"amm073","Amman",2021-06-18,"23:39:45","Health and beauty",68.3180431346409,4,43.7235476061702,"one-time-buyer","female","clique"
"amm074","Amman",2024-07-20,"09:28:31","Sports and travel",90.3442789637484,2,28.9101692683995,"one-time-buyer","male","visa"
"amm075","Amman",2016-02-13,"23:40:26","Food and beverages",89.4570418156218,1,14.3131266904995,"customer","female","Visa"
"amm076","Amman",2024-02-11,"19:36:34","Sports and travel",18.3613879978657,4,11.751288318634,"one-time-buyer","male","clique"
"amm077","Amman",2019-02-09,"03:54:04","Home and lifestyle",69.1594262095168,4,44.2620327740908,"customer","female","CliQ"
"amm078","Amman",2019-10-04,"04:15:17","Sports and travel",56.9196654576808,4,36.4285858929157,"customer","female","clique"
"amm079","Amman",2022-10-06,"09:41:41","Home and lifestyle",82.9450786567759,1,13.2712125850841,"one-time-buyer","male","clique"
"amm080","Amman",2019-07-13,"23:08:44","Electronic accessories",35.357556801755,1,5.6572090882808,"customer","male","clique"
"amm081","Amman",2022-02-20,"02:15:14","Electronic accessories",89.2519443004858,4,57.1212443523109,"one-time-buyer","male","clique"
"amm082","Amman",2024-12-23,"04:12:53","Sports and travel",41.9711806881242,1,6.71538891009986,"customer","female","visa"
"amm083","Amman",2024-12-16,"02:35:46","Fashion accessories",40.3549855598249,4,25.8271907582879,"one-time-buyer","female","visa"
"amm084","Amman",2019-02-21,"02:12:23","Food and beverages",16.0986241395585,3,7.72733958698809,"customer","female","CliQ"
"amm085","Amman",2023-08-23,"18:37:14","Home and lifestyle",38.4036788414232,3,18.4337658438832,"customer","male","visa"
"amm086","Amman",2024-02-26,"02:11:26","Electronic accessories",46.1525883572176,1,7.38441413715482,"customer","female","clique"
"amm087","Amman",2023-09-16,"23:55:09","Sports and travel",30.9941597527359,1,4.95906556043774,"one-time-buyer","male","Visa"
"amm088","Amman",2024-06-10,"05:38:34","Food and beverages",37.3887651669793,3,17.9466072801501,"one-time-buyer","male","clique"
"amm089","Amman",2023-06-18,"08:15:25","Health and beauty",60.6287297513336,5,48.5029838010669,"customer","female","clique"
"amm090","Amman",2022-06-13,"08:42:51","Home and lifestyle",64.0639683615882,1,10.2502349378541,"one-time-buyer","female","visa"
"amm091","Amman",2022-07-10,"06:16:29","Electronic accessories",12.2067792946473,1,1.95308468714356,"one-time-buyer","male","visa"
"amm092","Amman",2019-03-30,"20:29:33","Sports and travel",72.9991910606623,1,11.679870569706,"one-time-buyer","female","visa"
"amm093","Amman",2016-07-24,"16:17:03","Fashion accessories",85.646838004468,5,68.5174704035744,"one-time-buyer","male","clique"
"amm094","Amman",2022-03-04,"18:09:59","Food and beverages",44.2877311026677,2,14.1720739528537,"one-time-buyer","female","visa"
"amm095","Amman",2024-02-12,"05:07:25","Electronic accessories",75.1811114931479,8,96.2318227112293,"one-time-buyer","female","visa"
"amm096","Amman",2023-09-29,"15:31:44","Fashion accessories",55.2935468568467,6,53.0818049825728,"customer","male","clique"
"amm097","Amman",2023-04-20,"04:18:55","Home and lifestyle",45.071962516522,2,14.4230280052871,"one-time-buyer","female","clique"
"amm098","Amman",2024-12-06,"18:46:44","Sports and travel",16.1881842522416,3,7.77032844107598,"customer","male","clique"
"amm099","Amman",2022-04-05,"18:29:58","Health and beauty",43.5095690516755,6,41.7691862896085,"customer","female","visa"
"amm100","Amman",2017-07-12,"23:59:04","Electronic accessories",11.2517905060668,3,5.40085944291204,"one-time-buyer","female","clique"
"amm101","Amman",2024-01-27,"12:34:08","Food and beverages",32.2609738283791,7,36.1322906877846,"one-time-buyer","female","clique"
"amm102","Amman",2024-08-20,"08:55:47","Home and lifestyle",24.9997077812441,5,19.9997662249953,"customer","female","visa"
"amm103","Amman",2024-07-22,"03:48:21","Food and beverages",77.7858202252537,1,12.4457312360406,"customer","female","visa"
"amm104","Amman",2017-06-28,"12:26:29","Food and beverages",51.2370293948334,1,8.19792470317334,"customer","male","visa"
"amm105","Amman",2023-07-05,"08:59:26","Food and beverages",41.3070202129893,1,6.60912323407829,"one-time-buyer","female","CliQ"
"amm106","Amman",2017-12-15,"07:16:23","Fashion accessories",51.8935379211325,5,41.514830336906,"one-time-buyer","female","clique"
"amm107","Amman",2023-01-16,"17:42:26","Fashion accessories",71.8566121405456,2,22.9941158849746,"one-time-buyer","female","visa"
"amm108","Amman",2023-07-28,"07:26:50","Health and beauty",23.1181582692079,5,18.4945266153663,"customer","female","visa"
"amm109","Amman",2023-12-25,"06:19:04","Food and beverages",28.6290046235081,1,4.58064073976129,"one-time-buyer","male","visa"
"amm110","Amman",2024-12-22,"01:06:20","Fashion accessories",73.8966554403305,3,35.4703946113586,"customer","female","clique"
"amm111","Amman",2022-03-15,"18:17:09","Electronic accessories",76.8293113145046,2,24.5853796206415,"one-time-buyer","female","clique"
"amm112","Amman",2024-11-06,"09:46:39","Health and beauty",33.8158912339713,4,21.6421703897417,"one-time-buyer","female","clique"
"amm113","Amman",2018-07-22,"14:47:48","Sports and travel",17.967718426371,1,2.87483494821936,"customer","male","Cash"
"amm114","Amman",2021-04-04,"02:43:32","Food and beverages",8.22064447333105,2,2.63060623146594,"one-time-buyer","female","clique"
"amm115","Amman",2022-01-05,"11:21:01","Food and beverages",53.6946223070845,3,25.7734187074006,"customer","female","visa"
"amm116","Amman",2020-07-14,"17:19:23","Food and beverages",28.6594511941075,6,27.5130731463432,"one-time-buyer","male","clique"
"amm117","Amman",2024-02-18,"02:01:35","Home and lifestyle",13.7522979325149,1,2.20036766920239,"customer","female","clique"
"amm118","Amman",2020-06-08,"19:03:49","Electronic accessories",20.1450269995257,1,3.22320431992412,"one-time-buyer","female","visa"
"amm119","Amman",2018-10-28,"14:05:02","Fashion accessories",95.5198954360094,4,61.132733079046,"customer","female","Cash"
"amm120","Amman",2017-03-10,"16:49:23","Electronic accessories",10.7796153449453,8,13.79790764153,"customer","female","visa"
"amm121","Amman",2022-01-20,"10:33:09","Fashion accessories",27.1577750693541,1,4.34524401109666,"customer","female","visa"
"amm122","Amman",2024-12-12,"22:12:01","Electronic accessories",92.5904374476522,1,14.8144699916244,"customer","male","clique"
"amm123","Amman",2020-07-31,"11:21:43","Food and beverages",93.5944146034308,1,14.9751063365489,"one-time-buyer","male","visa"
"amm124","Amman",2023-10-19,"06:14:24","Fashion accessories",41.2510210357141,5,33.0008168285713,"customer","female","visa"
"amm125","Amman",2022-09-27,"22:05:30","Food and beverages",30.6730945338495,4,19.6307805016637,"one-time-buyer","female","Cash"
"amm126","Amman",2018-11-02,"21:04:58","Food and beverages",96.1002876795828,5,76.8802301436663,"one-time-buyer","female","clique"
"amm127","Amman",2022-06-18,"23:32:33","Electronic accessories",74.6387993660755,3,35.8266236957163,"one-time-buyer","female","clique"
"amm128","Amman",2021-02-10,"22:03:10","Health and beauty",99.1841584502254,4,63.4778614081442,"customer","female","Cash"
"amm129","Amman",2015-10-07,"11:26:28","Fashion accessories",82.1411157143302,1,13.1425785142928,"customer","female","clique"
"amm130","Amman",2023-09-11,"20:29:08","Home and lifestyle",45.4866300127469,3,21.8335824061185,"one-time-buyer","male","visa"
"amm131","Amman",2023-06-04,"03:46:19","Electronic accessories",72.0062817656435,4,46.0840203300118,"customer","male","CliQ"
"amm132","Amman",2022-08-24,"00:02:17","Food and beverages",84.1770520189311,6,80.8099699381739,"customer","female","clique"
"amm133","Amman",2017-06-23,"20:46:47","Sports and travel",78.4854503208771,3,37.673016154021,"customer","female","visa"
"amm134","Amman",2016-02-02,"09:14:53","Fashion accessories",42.5904899393208,2,13.6289567805827,"customer","female","visa"
"amm135","Amman",2023-10-26,"05:57:03","Fashion accessories",52.6020129269455,1,8.41632206831127,"customer","female","Visa"
"amm136","Amman",2024-10-15,"04:23:21","Electronic accessories",7.38478174782358,1,1.18156507965177,"one-time-buyer","female","visa"
"amm137","Amman",2024-02-08,"05:35:54","Health and beauty",64.6127319557127,2,20.6760742258281,"one-time-buyer","female","clique"
"amm138","Amman",2023-01-28,"15:02:19","Food and beverages",21.9419925345574,2,7.02143761105835,"one-time-buyer","female","visa"
"amm139","Amman",2024-11-16,"10:40:13","Fashion accessories",62.8389833366964,3,30.1627120016143,"one-time-buyer","female","visa"
"amm140","Amman",2019-05-07,"02:26:14","Health and beauty",5.57686356944032,1,0.892298171110451,"customer","female","visa"
"amm141","Amman",2022-08-27,"20:22:47","Home and lifestyle",89.7415647574235,2,28.7173007223755,"one-time-buyer","male","clique"
"amm142","Amman",2016-06-19,"21:45:19","Home and lifestyle",79.5923795283306,2,25.4695614490658,"customer","female","clique"
"amm143","Amman",2022-02-14,"04:38:32","Sports and travel",12.0913984056097,5,9.67311872448772,"one-time-buyer","male","clique"
"amm144","Amman",2023-06-04,"17:53:00","Home and lifestyle",63.1160988099873,1,10.098575809598,"customer","female","visa"
"amm145","Amman",2019-04-14,"23:41:05","Sports and travel",56.2068387551699,2,17.9861884016544,"customer","male","clique"
"amm146","Amman",2022-01-31,"09:35:49","Fashion accessories",88.1104294327088,5,70.488343546167,"customer","male","clique"
"amm147","Amman",2022-12-08,"14:32:51","Electronic accessories",73.0377381073777,3,35.0581142915413,"one-time-buyer","male","Visa"
"amm148","Amman",2024-11-15,"16:55:20","Home and lifestyle",94.8341041698586,3,45.5203700015321,"one-time-buyer","female","clique"
"amm149","Amman",2024-10-12,"10:58:16","Food and beverages",46.338970066281,8,59.3138816848397,"customer","female","clique"
"amm150","Amman",2023-10-23,"09:52:23","Health and beauty",17.0944249071181,3,8.20532395541668,"customer","female","visa"
"amm151","Amman",2023-12-22,"16:13:27","Electronic accessories",79.8076420102734,7,89.3845590515062,"one-time-buyer","male","clique"
"amm152","Amman",2018-01-07,"15:06:32","Fashion accessories",52.1042773954105,8,66.6934750661254,"one-time-buyer","female","clique"
"amm153","Amman",2019-02-24,"14:32:08","Sports and travel",30.9113674075343,1,4.94581878520548,"one-time-buyer","male","Visa"
"amm154","Amman",2018-08-12,"20:58:40","Home and lifestyle",11.6506890545134,2,3.72822049744427,"one-time-buyer","male","Visa"
"amm155","Amman",2019-11-02,"05:02:02","Food and beverages",36.5579106716905,6,35.0955942448229,"one-time-buyer","female","CliQ"
"amm156","Amman",2018-08-14,"11:32:46","Food and beverages",95.1928836805746,5,76.1543069444597,"customer","female","clique"
"amm157","Amman",2022-06-20,"01:32:28","Health and beauty",47.6806988590397,1,7.62891181744635,"one-time-buyer","female","visa"
"amm158","Amman",2024-11-18,"14:30:56","Sports and travel",78.1319781765342,3,37.5033495247364,"customer","female","visa"
"amm159","Amman",2021-05-04,"21:25:03","Fashion accessories",44.5195058826357,3,21.3693628236651,"one-time-buyer","male","visa"
"amm160","Amman",2017-11-08,"11:07:05","Sports and travel",11.7780835868325,3,5.6534801216796,"customer","male","clique"
"amm161","Amman",2024-11-13,"02:58:39","Home and lifestyle",26.2093469931278,5,20.9674775945023,"customer","male","visa"
"amm162","Amman",2023-03-27,"23:11:37","Fashion accessories",44.4322986912448,6,42.655006743595,"one-time-buyer","male","CliQ"
"amm163","Amman",2021-03-14,"16:44:39","Health and beauty",35.7384132419247,3,17.1544383561239,"one-time-buyer","female","visa"
"amm164","Amman",2020-02-11,"03:11:06","Health and beauty",47.1640005637892,1,7.54624009020627,"customer","female","visa"
"amm165","Amman",2019-01-20,"03:10:17","Sports and travel",60.7974311290309,4,38.9103559225798,"one-time-buyer","male","Cash"
"amm166","Amman",2021-06-27,"13:18:09","Health and beauty",52.4149706808385,2,16.7727906178683,"customer","female","clique"
"amm167","Amman",2024-01-14,"19:27:25","Fashion accessories",20.2911083842628,5,16.2328867074102,"customer","male","Cash"
"amm168","Amman",2024-09-01,"14:46:55","Fashion accessories",84.4567105476744,4,54.0522947505116,"one-time-buyer","female","clique"
"amm169","Amman",2023-07-14,"02:50:28","Home and lifestyle",78.6582432105206,1,12.5853189136833,"customer","female","Visa"
"amm170","Amman",2023-05-12,"06:16:52","Sports and travel",9.21797279501334,3,4.4246269416064,"one-time-buyer","male","clique"
"amm171","Amman",2023-12-14,"03:14:47","Fashion accessories",76.2884036055766,1,12.2061445768923,"one-time-buyer","male","visa"
"amm172","Amman",2019-04-02,"16:17:12","Home and lifestyle",20.7233767607249,1,3.31574028171599,"one-time-buyer","male","clique"
"amm173","Amman",2022-02-28,"06:44:38","Health and beauty",53.8712546858005,4,34.4776029989123,"one-time-buyer","female","visa"
"amm174","Amman",2019-08-11,"03:19:59","Electronic accessories",76.5721055376343,2,24.503073772043,"one-time-buyer","male","visa"
"amm175","Amman",2024-04-01,"18:28:08","Sports and travel",59.83915819088,4,38.2970612421632,"one-time-buyer","male","CliQ"
"amm176","Amman",2018-08-12,"12:39:24","Home and lifestyle",96.1882072326262,3,46.1703394716606,"one-time-buyer","female","clique"
"amm177","Amman",2020-03-14,"02:37:47","Food and beverages",50.5001099337824,1,8.08001758940518,"customer","female","visa"
"amm178","Amman",2021-09-03,"11:42:56","Food and beverages",85.8736413158476,5,68.6989130526781,"customer","female","Cash"
"amm179","Amman",2020-12-07,"17:17:03","Fashion accessories",91.7670725926291,2,29.3654632296413,"customer","male","clique"
"amm180","Amman",2024-02-26,"02:39:35","Food and beverages",74.139657956548,3,35.5870358191431,"customer","female","visa"
"amm181","Amman",2024-04-20,"06:11:42","Home and lifestyle",7.55317315110005,4,4.83403081670404,"one-time-buyer","female","CliQ"
"amm182","Amman",2019-05-09,"23:54:16","Home and lifestyle",96.5580351173412,4,61.7971424750984,"one-time-buyer","female","clique"
"amm183","Amman",2023-03-18,"15:31:12","Health and beauty",54.5665167830884,4,34.9225707411766,"customer","female","visa"
"amm184","Amman",2023-11-13,"18:05:12","Home and lifestyle",85.752538817469,3,41.1612186323851,"customer","female","Visa"
"amm185","Amman",2024-09-04,"13:54:44","Fashion accessories",82.054516018834,3,39.3861676890403,"one-time-buyer","female","Cash"
"amm186","Amman",2024-04-12,"12:49:14","Health and beauty",72.1710428362712,7,80.8315679766238,"one-time-buyer","female","visa"
"amm187","Amman",2023-05-27,"20:20:33","Sports and travel",16.819970869692,4,10.7647813566029,"customer","male","visa"
"amm188","Amman",2024-06-13,"06:49:53","Home and lifestyle",45.5221153376624,1,7.28353845402598,"customer","male","clique"
"amm189","Amman",2018-01-04,"04:21:52","Sports and travel",73.0783156258985,5,58.4626525007188,"customer","male","Visa"
"amm190","Amman",2018-12-06,"13:54:03","Electronic accessories",79.201957344776,3,38.0169395254925,"one-time-buyer","female","clique"
"amm191","Amman",2024-03-04,"20:43:16","Electronic accessories",12.6606881723274,3,6.07713032271713,"customer","female","Visa"
"amm192","Amman",2022-02-07,"16:01:26","Home and lifestyle",65.7928884949069,2,21.0537243183702,"one-time-buyer","male","Visa"
"amm193","Amman",2015-01-09,"01:29:01","Fashion accessories",36.2257471121848,1,5.79611953794956,"customer","male","clique"
"amm194","Amman",2022-12-10,"23:29:15","Fashion accessories",7.13342062779702,2,2.28269460089505,"customer","female","clique"
"amm195","Amman",2022-10-13,"01:50:23","Electronic accessories",99.931014146423,3,47.966886790283,"customer","female","clique"
"amm196","Amman",2024-12-25,"09:24:42","Food and beverages",86.9073109864257,1,13.9051697578281,"one-time-buyer","female","Visa"
"amm197","Amman",2023-03-31,"01:39:22","Sports and travel",7.90195006993599,6,7.58587206713855,"one-time-buyer","male","clique"
"amm198","Amman",2022-07-12,"13:46:11","Electronic accessories",15.4968772816937,3,7.438501095213,"one-time-buyer","male","clique"
"amm199","Amman",2023-04-17,"10:41:02","Sports and travel",63.8118851254694,3,30.6297048602253,"one-time-buyer","male","Cash"
"amm200","Amman",2019-09-03,"02:36:51","Electronic accessories",35.9281712921802,1,5.74850740674883,"one-time-buyer","male","visa"
"amm201","Amman",2019-09-11,"16:48:46","Fashion accessories",40.1045434584375,3,19.25018086005,"one-time-buyer","female","CliQ"
"amm202","Amman",2022-01-08,"22:36:56","Fashion accessories",65.4573722614441,5,52.3658978091553,"one-time-buyer","female","visa"
"amm203","Amman",2019-02-27,"01:37:44","Food and beverages",21.077858323697,3,10.1173719953746,"customer","female","clique"
"amm204","Amman",2023-09-24,"10:36:35","Health and beauty",11.2954886048101,2,3.61455635353923,"one-time-buyer","female","clique"
"amm205","Amman",2023-04-27,"18:29:17","Electronic accessories",59.2864153382834,3,28.457479362376,"customer","female","Visa"
"amm206","Amman",2017-06-20,"03:41:25","Electronic accessories",94.6063501213212,1,15.1370160194114,"customer","female","CliQ"
"amm207","Amman",2019-10-17,"22:35:42","Sports and travel",72.5163577916101,1,11.6026172466576,"customer","male","visa"
"amm208","Amman",2017-09-25,"07:08:17","Health and beauty",92.0362462708727,2,29.4515988066793,"one-time-buyer","female","visa"
"amm209","Amman",2024-01-05,"10:12:04","Health and beauty",14.5677148434334,3,6.99250312484801,"customer","female","clique"
"amm210","Amman",2019-06-30,"22:38:46","Health and beauty",85.3631884942297,4,54.632440636307,"one-time-buyer","female","Visa"
"amm211","Amman",2022-02-14,"18:14:32","Home and lifestyle",67.947471634252,1,10.8715954614803,"customer","female","Cash"
"amm212","Amman",2024-05-07,"09:07:32","Electronic accessories",81.4007361920085,1,13.0241177907214,"one-time-buyer","male","Cash"
"amm213","Amman",2019-06-14,"11:21:51","Food and beverages",62.587811112171,1,10.0140497779474,"one-time-buyer","female","Visa"
"amm214","Amman",2022-01-18,"06:41:01","Fashion accessories",21.483644413529,3,10.3121493184939,"customer","female","Visa"
"amm215","Amman",2020-04-27,"05:32:24","Health and beauty",34.449388749199,2,11.0238043997437,"one-time-buyer","female","clique"
"amm216","Amman",2019-12-01,"05:04:54","Food and beverages",85.2137317194138,2,27.2683941502124,"one-time-buyer","female","clique"
"amm217","Amman",2023-09-01,"17:12:32","Electronic accessories",66.7768784717191,6,64.1058033328503,"customer","female","CliQ"
"amm218","Amman",2023-09-21,"21:58:32","Sports and travel",47.974626806099,3,23.0278208669275,"one-time-buyer","male","Visa"
"amm219","Amman",2022-12-18,"09:23:26","Home and lifestyle",12.3677202302497,6,11.8730114210397,"customer","female","clique"
"amm220","Amman",2024-06-30,"21:14:17","Food and beverages",82.0813363487832,4,52.5320552632213,"customer","male","visa"
"amm221","Amman",2022-03-13,"04:16:30","Electronic accessories",19.7628758731298,3,9.48618041910231,"one-time-buyer","female","clique"
"amm222","Amman",2023-11-13,"09:37:25","Home and lifestyle",46.2231997959316,5,36.9785598367453,"one-time-buyer","female","visa"
"amm223","Amman",2022-05-25,"07:39:49","Fashion accessories",15.9155899728648,1,2.54649439565837,"one-time-buyer","female","clique"
"amm224","Amman",2022-07-26,"04:37:12","Sports and travel",82.9023532150313,2,26.52875302881,"customer","male","Visa"
"amm225","Amman",2020-06-24,"10:50:38","Home and lifestyle",82.7270178229082,2,26.4726457033306,"one-time-buyer","female","Cash"
"amm226","Amman",2019-03-09,"22:30:13","Fashion accessories",53.6424561822787,2,17.1655859783292,"customer","female","clique"
